Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Grand Total
6715,62,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-04-04,Overnight,"Impulse Item,Accessory",44.38,889.21
6716,36,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-09-13,Standard,"Impulse Item,Accessory,Accessory",21.41,3269.1299999999997
6717,62,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,2319.8,463.96,5,2024-01-15,Express,Accessory,46.9,2366.7000000000003
6718,65,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-01-11,Overnight,"Extended Warranty,Accessory",41.02,535.08
6718,65,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-08-15,Express,Extended Warranty,12.3,3391.6200000000003
6719,70,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-02-19,Overnight,,0.0,2223.27
6719,70,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-06-28,Standard,Accessory,25.27,1417.15
6719,70,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-09-18,Standard,,0.0,103.75
6720,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-06-14,Standard,"Accessory,Extended Warranty,Extended Warranty",77.73,4301.879999999999
6721,78,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-03-25,Express,,0.0,741.09
6723,25,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-06-17,Overnight,,0.0,2223.27
6724,55,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2023-10-29,Overnight,Extended Warranty,18.3,1747.51
6726,77,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-09-12,Express,,0.0,5068.98
6727,49,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-07-27,Standard,"Impulse Item,Accessory",54.17,240.92000000000002
6728,39,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-10-31,Express,"Accessory,Extended Warranty",68.92,3448.2400000000002
6731,32,Female,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-10-18,Standard,Extended Warranty,43.89,537.95
6732,28,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2023-10-24,Standard,Accessory,11.01,3258.73
6735,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-03-06,Overnight,,0.0,8448.3
6735,20,Male,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-09,Standard,,0.0,5538.33
6736,77,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2023-12-08,Standard,,0.0,2783.76
6741,43,Female,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2023-12-22,Overnight,"Extended Warranty,Accessory",31.21,2501.51
6745,26,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-01-01,Standard,"Impulse Item,Extended Warranty",37.13,6795.77
6745,26,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-04-02,Express,,0.0,2373.57
6747,51,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-08-23,Standard,Impulse Item,16.27,757.36
6749,73,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-03-17,Express,"Impulse Item,Accessory,Impulse Item",110.33,357.36
6750,59,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-06-16,Overnight,,0.0,1729.21
6751,65,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-07-24,Standard,"Accessory,Impulse Item,Accessory",86.86,1569.04
6754,22,Male,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-31,Overnight,"Extended Warranty,Accessory,Extended Warranty",53.34,115.59
6757,74,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-11-22,Overnight,"Extended Warranty,Extended Warranty,Accessory",40.17,968.0899999999999
6757,74,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-05-30,Overnight,"Extended Warranty,Extended Warranty",73.3,135.55
6760,22,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-04,Overnight,"Impulse Item,Accessory",37.44,7158.15
6763,72,Male,No,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,2024-05-11,Express,Impulse Item,21.9,3733.58
6766,49,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-03-24,Overnight,"Impulse Item,Accessory",50.29,7962.19
6767,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2023-10-06,Express,Accessory,27.46,68.96000000000001
6768,43,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-01-28,Express,"Accessory,Accessory",40.22,7160.93
6771,68,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-01-16,Overnight,"Accessory,Accessory,Extended Warranty",111.19,4858.33
6771,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-06-26,Overnight,"Accessory,Impulse Item,Impulse Item",68.12,2044.3600000000001
6773,41,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-01-08,Standard,"Accessory,Extended Warranty,Extended Warranty",75.79,221.04000000000002
6773,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-06-07,Standard,"Extended Warranty,Impulse Item",71.67,8519.97
6776,42,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-02-08,Express,"Accessory,Accessory",75.98,283.48
6777,72,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-04-15,Overnight,"Extended Warranty,Impulse Item",43.19,6801.83
6779,44,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-09-28,Express,"Accessory,Accessory",61.49,3309.2099999999996
6779,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-06-11,Express,"Extended Warranty,Impulse Item,Impulse Item",58.51,4014.46
6782,29,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-04-16,Standard,"Accessory,Extended Warranty",33.46,157.96
6782,29,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-07-05,Standard,"Accessory,Accessory,Extended Warranty",87.09,1015.01
6785,52,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-07-23,Overnight,"Accessory,Extended Warranty,Accessory",81.5,926.33
6787,25,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-03-07,Express,"Impulse Item,Extended Warranty,Extended Warranty",102.18,2325.45
6789,46,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-09-03,Overnight,,0.0,927.92
6791,67,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-01-20,Express,"Impulse Item,Accessory",78.07,2451.6400000000003
6793,25,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-03-10,Standard,"Impulse Item,Accessory",16.75,6346.27
6793,25,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-06-24,Overnight,"Extended Warranty,Impulse Item",73.56,3238.32
6793,25,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-07-30,Overnight,"Impulse Item,Impulse Item",45.25,2418.82
6798,26,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2023-10-01,Standard,"Impulse Item,Impulse Item",41.16,5954.97
6799,32,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2023-12-21,Overnight,,0.0,3164.76
6799,32,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-09-05,Standard,"Extended Warranty,Impulse Item,Impulse Item",127.55,8575.849999999999
6800,78,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-01-30,Overnight,"Extended Warranty,Extended Warranty",37.08,3284.7999999999997
6801,72,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-09-03,Standard,"Impulse Item,Accessory,Accessory",93.55,7214.26
6805,32,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-02-04,Standard,"Extended Warranty,Extended Warranty",81.26,4828.400000000001
6806,56,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-03-06,Standard,,0.0,1729.21
6807,60,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-07-02,Standard,"Accessory,Accessory,Extended Warranty",102.28,8550.58
6809,47,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-05-11,Overnight,Accessory,23.73,517.79
6811,74,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2023-10-14,Standard,Extended Warranty,10.0,155.25
6811,74,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-03-10,Express,,0.0,20.75
6812,59,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2023-10-06,Overnight,"Impulse Item,Extended Warranty,Impulse Item",75.16,816.25
6815,30,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-11,Standard,,0.0,6758.64
6817,31,Male,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-16,Express,Extended Warranty,40.69,4680.29
6824,75,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-11-23,Standard,"Extended Warranty,Accessory",73.89,8522.189999999999
6826,31,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-02-21,Overnight,"Extended Warranty,Extended Warranty,Extended Warranty",54.34,3766.02
6830,80,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2023-11-28,Overnight,,0.0,3955.95
6832,79,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-12-29,Standard,"Impulse Item,Accessory,Extended Warranty",42.82,5581.15
6837,28,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-02-18,Overnight,"Impulse Item,Accessory,Accessory",90.65,2874.4100000000003
6841,60,Female,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-02-06,Standard,,0.0,463.96
6843,22,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-01-17,Standard,"Extended Warranty,Impulse Item,Impulse Item",75.51,262.26
6845,42,Male,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2023-12-18,Standard,,0.0,6329.52
6845,42,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-01-16,Express,"Impulse Item,Extended Warranty,Extended Warranty",74.95,6404.47
6846,72,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-01-18,Standard,Impulse Item,6.12,3253.8399999999997
6848,42,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-08-12,Overnight,Accessory,26.05,4201.6900000000005
6850,26,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-08-05,Express,,0.0,247.03
6851,38,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2023-11-11,Standard,"Extended Warranty,Accessory,Accessory",60.89,1916.73
6851,38,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-01-05,Express,Extended Warranty,46.84,109.09
6852,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2023-10-18,Standard,,0.0,62.25
6853,23,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-02-02,Standard,"Impulse Item,Accessory",63.27,3228.03
6854,34,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-07-13,Overnight,Extended Warranty,31.46,52.21
6856,20,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-03-09,Overnight,Extended Warranty,23.72,1415.6000000000001
6856,20,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-04-03,Overnight,Extended Warranty,6.22,934.14
6856,20,Male,No,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2024-05-05,Standard,Accessory,31.9,4671.5
6857,28,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-02-27,Express,,0.0,1482.18
6858,55,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-05-12,Overnight,"Impulse Item,Extended Warranty",78.68,5992.490000000001
6859,25,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2023-12-28,Standard,Impulse Item,49.31,1631.69
6860,62,Female,No,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,2023-11-05,Standard,,0.0,3711.68
6860,62,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-02-01,Express,Extended Warranty,27.9,7631.37
6860,62,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-06-09,Express,Extended Warranty,22.34,2556.83
6865,38,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2023-12-11,Overnight,"Impulse Item,Impulse Item",68.38,2538.6800000000003
6865,38,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-01-18,Overnight,Impulse Item,9.56,2383.13
6866,27,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2023-10-24,Express,"Extended Warranty,Accessory",47.32,4003.27
6866,27,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2023-11-27,Standard,Extended Warranty,36.38,1428.2600000000002
6868,22,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2023-11-18,Express,,0.0,103.75
6868,22,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-07-02,Standard,,0.0,988.12
6870,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-01-10,Standard,,0.0,1976.24
6873,64,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-02-29,Standard,,0.0,741.09
6873,64,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-12,Standard,Impulse Item,9.34,1401.22
6873,64,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-06-14,Overnight,"Accessory,Impulse Item",64.67,1052.79
6877,48,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-12-27,Express,,0.0,494.06
6877,48,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2024-01-09,Standard,"Impulse Item,Extended Warranty,Extended Warranty",60.41,1789.6200000000001
6878,73,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2023-10-02,Express,"Extended Warranty,Accessory",37.33,5575.66
6880,67,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-01-02,Standard,"Extended Warranty,Extended Warranty",62.16,2038.4
6882,52,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-07-31,Overnight,"Impulse Item,Impulse Item",22.11,1504.29
6883,69,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-05-12,Express,"Accessory,Extended Warranty,Impulse Item",76.68,4300.83
6883,69,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-05-31,Overnight,"Impulse Item,Extended Warranty",46.17,510.13
6885,24,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-01-17,Overnight,,0.0,5913.81
6885,24,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-04-26,Standard,"Impulse Item,Accessory",77.9,1469.7800000000002
6886,23,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-03-15,Express,"Impulse Item,Extended Warranty,Extended Warranty",99.3,1681.68
6889,46,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-04-18,Standard,,0.0,3247.72
6889,46,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-07-16,Express,Impulse Item,39.69,2359.4900000000002
6889,46,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-08,Standard,"Impulse Item,Accessory,Extended Warranty",84.64,2554.94
6890,18,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2023-09-27,Standard,,0.0,2223.27
6891,63,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-03-30,Express,,0.0,3247.72
6893,72,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-04-24,Express,,0.0,4639.6
6893,72,Female,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-08-01,Overnight,"Accessory,Accessory,Accessory",106.12,1688.5
6895,39,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-05-15,Standard,,0.0,124.5
6895,39,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-07-14,Express,,0.0,3955.95
6896,52,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2023-12-09,Express,"Extended Warranty,Accessory",30.85,494.81
6898,55,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-11-26,Express,"Impulse Item,Accessory,Impulse Item",145.56,3393.2799999999997
6899,79,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-05-26,Express,"Impulse Item,Extended Warranty,Accessory",56.3,2526.6000000000004
6902,28,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2023-12-04,Express,"Accessory,Accessory,Extended Warranty",75.55,1765.21
6903,31,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2023-12-31,Overnight,,0.0,8448.3
6904,54,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-04-02,Standard,"Impulse Item,Accessory",61.54,1453.42
6905,52,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-05-24,Overnight,Impulse Item,6.73,1696.39
6905,52,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-08-29,Standard,"Impulse Item,Accessory,Accessory",124.99,5663.32
6907,32,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2023-11-05,Express,"Accessory,Extended Warranty",71.34,916.1700000000001
6907,32,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-03-06,Overnight,"Extended Warranty,Impulse Item,Accessory",59.74,1451.6200000000001
6908,39,Female,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2024-04-09,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",79.78,6409.3
6910,28,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-01-31,Express,"Impulse Item,Accessory",73.26,7676.7300000000005
6910,28,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-05-05,Standard,,0.0,3164.76
6913,60,Female,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2023-12-27,Overnight,,0.0,3955.95
6913,60,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-09-02,Overnight,,0.0,5913.81
6914,75,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-04-22,Overnight,"Accessory,Accessory",49.67,840.86
6914,75,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-09-17,Standard,"Accessory,Extended Warranty,Accessory",42.36,8490.66
6917,39,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2023-09-25,Express,,0.0,1729.21
6917,39,Male,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2024-02-13,Standard,,0.0,6329.52
6918,62,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-03-19,Overnight,,0.0,1976.24
6919,59,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-07-21,Overnight,"Extended Warranty,Accessory",85.73,5154.709999999999
6920,79,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2023-11-15,Express,"Accessory,Impulse Item",80.11,7992.009999999999
6920,79,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2024-08-14,Standard,Impulse Item,14.14,2484.44
6922,36,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2023-11-02,Express,Accessory,32.88,3744.56
6924,74,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-04-30,Express,Impulse Item,16.26,3181.0200000000004
6926,25,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-12-14,Express,Impulse Item,46.99,4222.63
6926,25,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-01-29,Overnight,"Impulse Item,Impulse Item",70.03,215.28
6928,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-17,Standard,"Extended Warranty,Accessory",42.01,505.96999999999997
6932,54,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-05-29,Express,"Accessory,Impulse Item",20.14,103.14
6938,79,Female,Yes,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2023-11-08,Express,,0.0,1391.88
6938,79,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-06-25,Overnight,,0.0,4224.15
6938,79,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-07-25,Standard,"Impulse Item,Impulse Item,Extended Warranty",72.63,5986.4400000000005
6939,75,Female,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-06-24,Overnight,,0.0,1482.18
6941,49,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2024-05-18,Standard,"Accessory,Extended Warranty,Accessory",54.92,220.92000000000002
6943,50,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-05-28,Overnight,,0.0,2223.27
6944,55,Male,No,Laptop,SKU1005,3,Completed,Paypal,2319.8,463.96,5,2024-03-26,Overnight,Extended Warranty,48.51,2368.3100000000004
6945,57,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-02-27,Express,"Accessory,Accessory",29.39,1758.6000000000001
6946,73,Female,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-09-13,Standard,"Accessory,Impulse Item,Impulse Item",61.49,1453.3700000000001
6948,29,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-07-28,Standard,"Extended Warranty,Accessory,Extended Warranty",58.05,1540.23
6950,28,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-02-18,Standard,"Impulse Item,Extended Warranty,Impulse Item",84.28,4308.429999999999
6953,74,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-02,Standard,,0.0,4224.15
6954,58,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2023-10-08,Express,"Accessory,Accessory",84.56,2554.86
6954,58,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-02-12,Express,Impulse Item,23.63,1011.75
6954,58,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-02-24,Express,,0.0,3164.76
6955,64,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-08-29,Overnight,"Impulse Item,Impulse Item,Impulse Item",104.12,2887.88
6956,55,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2023-12-24,Standard,Impulse Item,33.34,178.59
6956,55,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-06-25,Standard,"Impulse Item,Accessory",69.42,4245.06
6960,25,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2024-06-17,Overnight,"Accessory,Accessory",64.81,106.31
6962,57,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-07-27,Express,Impulse Item,6.84,1862.6799999999998
6963,78,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2023-11-10,Standard,"Extended Warranty,Extended Warranty",74.38,1556.56
6963,78,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-06-10,Standard,Impulse Item,48.42,7169.13
6964,45,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2023-10-29,Overnight,"Extended Warranty,Impulse Item,Accessory",77.86,5146.839999999999
6964,45,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-06-13,Express,"Accessory,Accessory,Accessory",87.15,5156.129999999999
6964,45,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-23,Express,Impulse Item,37.12,1519.3
6965,66,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2023-09-27,Express,Accessory,13.85,7925.75
6969,57,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-18,Express,"Extended Warranty,Extended Warranty",79.42,2055.66
6971,61,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-05-07,Overnight,,0.0,5913.81
6973,35,Female,Yes,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-01-12,Standard,"Extended Warranty,Extended Warranty,Accessory",81.52,4721.120000000001
6973,35,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-03-30,Overnight,"Impulse Item,Accessory,Impulse Item",85.66,3464.98
6976,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2023-09-24,Overnight,"Accessory,Accessory",41.23,2575.72
6976,65,Female,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-02-04,Overnight,"Impulse Item,Impulse Item,Extended Warranty",84.91,876.1
6977,48,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-08-09,Overnight,"Impulse Item,Impulse Item",58.46,203.71
